mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5604763984680176,0.024013003085264037,0.032252168655395506,0.00272719934434844,10,10,100,"{'model__max_depth': 10, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.4079601990049751,0.2926829268292683,0.319634703196347,0.34934497816593885,0.3448275862068966,0.34289007868068516,0.038317387196272173,3
1.1197529315948487,0.022573833137025132,0.05701389312744141,0.0031132241507343663,10,10,200,"{'model__max_depth': 10, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.4221105527638191,0.29411764705882354,0.3181818181818182,0.35807860262008734,0.3391304347826087,0.3463238110814314,0.043476442650805726,2
1.6148967266082763,0.01851070809085737,0.06551384925842285,0.011367276366964763,10,10,300,"{'model__max_depth': 10, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.41414141414141414,0.28431372549019607,0.32407407407407407,0.3722943722943723,0.34934497816593885,0.3488337128331991,0.043798694644887004,1
0.651710033416748,0.011725264705608874,0.038378334045410155,0.005159699031184627,20,2,100,"{'model__max_depth': 20, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.1935483870967742,0.12307692307692308,0.16793893129770993,0.14516129032258066,0.2589928057553957,0.1777436675098767,0.046898632664765794,23
1.318366575241089,0.03115999544080802,0.056012868881225586,0.005147407786816234,20,2,200,"{'model__max_depth': 20, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.16666666666666666,0.140625,0.16541353383458646,0.112,0.2647058823529412,0.16988221657083885,0.0514357311517311,25
1.8488139629364013,0.0658043524191856,0.07860584259033203,0.009271778481507146,20,2,300,"{'model__max_depth': 20, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.16666666666666666,0.15503875968992248,0.18461538461538463,0.12598425196850394,0.23703703703703705,0.17386841999550295,0.036891967508800104,24
0.6284833431243897,0.028678223792639908,0.030352687835693358,0.0021054646291233815,20,5,100,"{'model__max_depth': 20, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.203125,0.19310344827586207,0.23376623376623376,0.16058394160583941,0.2702702702702703,0.21216977878364113,0.03727869514458509,20
1.1134126663208008,0.04072963495570427,0.05237593650817871,0.0032537302711107743,20,5,200,"{'model__max_depth': 20, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.176,0.2222222222222222,0.24,0.17142857142857143,0.29333333333333333,0.2205968253968254,0.04489124351158169,18
1.7543593406677247,0.044407195082607105,0.086940336227417,0.006078049681036489,20,5,300,"{'model__max_depth': 20, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.192,0.2206896551724138,0.23529411764705882,0.15827338129496402,0.28378378378378377,0.2180081875796441,0.04213572262535168,19
0.5559768676757812,0.01838665384379563,0.03256478309631348,0.001361919738054438,20,10,100,"{'model__max_depth': 20, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.33766233766233766,0.23255813953488372,0.2558139534883721,0.23225806451612904,0.2988505747126437,0.27142861398287327,0.04105589710238887,11
1.190199041366577,0.02489031763446813,0.05701756477355957,0.01774083457314543,20,10,200,"{'model__max_depth': 20, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.3221476510067114,0.21428571428571427,0.22727272727272727,0.22929936305732485,0.29069767441860467,0.2567406260082165,0.042083154714183835,15
1.4226365089416504,0.14765420419022693,0.043060016632080075,0.004251688463398621,20,10,300,"{'model__max_depth': 20, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.32894736842105265,0.2275449101796407,0.2235294117647059,0.2375,0.29069767441860467,0.2616438729568008,0.04140594618381394,14
